	Map Search - 'muscular dystrophy (Entries with: gene map locus; Retrieve: gene map)'
Downloaded:	Sep 17, 2017
Copyright (c) 1966-2017 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
2q35	2:218659655-218663442	BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1	bcs1, S. cerevisiae, homolog-like	603647		Mitochondrial complex III deficiency, nuclear type 1	124000	Autosomal recessive	3	Bcs1l
2q35	2:218659655-218663442	BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1	bcs1, S. cerevisiae, homolog-like	603647		Leigh syndrome	256000	Autosomal recessive; Mitochondrial	3	Bcs1l
2q35	2:218659655-218663442	BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1	bcs1, S. cerevisiae, homolog-like	603647		GRACILE syndrome	603358		3	Bcs1l
2q35	2:218659655-218663442	BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1	bcs1, S. cerevisiae, homolog-like	603647		Bjornstad syndrome	262000	Autosomal recessive	3	Bcs1l
2q35	2:218874115-218893930	WNT10A, SSPS, STHAG4, OODD	Wingless-type MMTV integration site family, member 10A	606268		Tooth agenesis, selective, 4	150400	Autosomal dominant; Autosomal recessive	3	Wnt10a
2q35	2:218874115-218893930	WNT10A, SSPS, STHAG4, OODD	Wingless-type MMTV integration site family, member 10A	606268		Schopf-Schulz-Passarge syndrome	224750	Autosomal recessive	3	Wnt10a
2q35	2:218874115-218893930	WNT10A, SSPS, STHAG4, OODD	Wingless-type MMTV integration site family, member 10A	606268		Odontoonychodermal dysplasia	257980	Autosomal recessive	3	Wnt10a
2q35	2:219075323-219160864	NHEJ1, XLF	Nonhomologous end-joining factor 1	611290		Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation	611291		3	Nhej1
2q35	2:219279317-219286899	DNAJB2, HSJ1, HSPF3, DSMA5	DnaJ, E. coli, homolog of, subfamily B, member 2 (heat-shock protein, DNAJ-like 1)	604139		Spinal muscular atrophy, distal, autosomal recessive, 5	614881	Autosomal recessive	3	Dnajb2
2q35	2:219418376-219426738	DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R	Desmin	125660	1 family with LGMD2R identified with mutation	Scapuloperoneal syndrome, neurogenic, Kaeser type	181400	Autosomal dominant	3	Des
2q35	2:219418376-219426738	DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R	Desmin	125660	1 family with LGMD2R identified with mutation	Myopathy, myofibrillar, 1	601419	Autosomal dominant; Autosomal recessive	3	Des
2q35	2:219418376-219426738	DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R	Desmin	125660	1 family with LGMD2R identified with mutation	Cardiomyopathy, dilated, 1I	604765		3	Des
2q35	2:219418376-219426738	DES, CMD1I, MFM1, SCPNK, ARVD7, ARVC7, LGMD2R	Desmin	125660	1 family with LGMD2R identified with mutation	?Muscular dystrophy, limb-girdle, type 2R	615325	Autosomal recessive	3	Des
2q35	2:219498864-219506995	GMPPA, AAMR	GDP-mannose pyrophosphorylase A	615495		Alacrima, achalasia, and mental retardation syndrome	615510	Autosomal recessive	3	Gmppa
2q36.3	2:227164564-227314791	COL4A3	Collagen IV, alpha-3 polypeptide (Goodpasture antigen)	120070	noncollagenous domain = Goodpasture antigen	Hematuria, benign familial	141200	Autosomal dominant	3	Col4a3
2q36.3	2:227164564-227314791	COL4A3	Collagen IV, alpha-3 polypeptide (Goodpasture antigen)	120070	noncollagenous domain = Goodpasture antigen	Alport syndrome, autosomal recessive	203780	Autosomal recessive	3	Col4a3
2q36.3	2:227164564-227314791	COL4A3	Collagen IV, alpha-3 polypeptide (Goodpasture antigen)	120070	noncollagenous domain = Goodpasture antigen	Alport syndrome, autosomal dominant	104200	Autosomal dominant	3	Col4a3
2q37.1	2:231198545-231394990	ARMC9, KIAA1868, JBTS30	Armadillo repeat-containing protein 9	617612		Joubert syndrome 30	617622	Autosomal recessive	3	Armc9
2q37.1	2:231961582-232343967	DIS3L2, PRLMNS	Dis3 mitotic control, S. cerevisiae, homolog-like 2	614184		Perlman syndrome	267000	Autosomal recessive	3	Dis3l2
2q37.1	2:232539726-232546327	CHRNG, ACHRG	Cholinergic receptor, nicotinic, gamma polypeptide	100730	tightly linked to CHRND by RE	Multiple pterygium syndrome, lethal type	253290	Autosomal recessive	3	Chrng
2q37.1	2:232539726-232546327	CHRNG, ACHRG	Cholinergic receptor, nicotinic, gamma polypeptide	100730	tightly linked to CHRND by RE	Escobar syndrome	265000	Autosomal recessive	3	Chrng
2q37.1	2:232765801-232776564	KCNJ13, SVD, LCA16	Potassium inwardly-rectifying channel, subfamily J, member 13	603208		Snowflake vitreoretinal degeneration	193230	Autosomal dominant	3	Kcnj13
2q37.1	2:232765801-232776564	KCNJ13, SVD, LCA16	Potassium inwardly-rectifying channel, subfamily J, member 13	603208		Leber congenital amaurosis 16	614186	Autosomal recessive	3	Kcnj13
2q37.2	2:234951983-235055713	SH3BP4, BOG25	SH3 domain-binding protein 4	605611					Sh3bp4
2q37.3	2:237324011-237434821	COL6A3, DYT27, BTHLM1, UCMD1	Collagen VI, alpha-3 polypeptide	120250	close to CRBP1	Dystonia 27	616411	Autosomal recessive	3	Col6a3
2q37.3	2:237324011-237434821	COL6A3, DYT27, BTHLM1, UCMD1	Collagen VI, alpha-3 polypeptide	120250	close to CRBP1	Bethlem myopathy 1	158810	Autosomal dominant; Autosomal recessive	3	Col6a3
2q37.3	2:237324011-237434821	COL6A3, DYT27, BTHLM1, UCMD1	Collagen VI, alpha-3 polypeptide	120250	close to CRBP1	Ullrich congenital muscular dystrophy 1	254090	Autosomal dominant; Autosomal recessive	3	Col6a3
2q37.3	2:238320488-238400899	TRAF3IP1, MIPT3, SLSN9	TNF receptor-associated factor 3-interacting protein 1	607380		Senior-Loken syndrome 9	616629	Autosomal recessive	3	Traf3ip1
2q37.3	2:239892449-240025401	NDUFA10	NADH-ubiquinone oxidoreductase 1 alpha subcomplex, 10	603835		Leigh syndrome	256000	Autosomal recessive; Mitochondrial	3	Ndufa10
2q37.3	2:241849880-241858907	PDCD1, SLEB2	Programmed cell death 1	600244		{Systemic lupus erythematosus, susceptibility to, 2}	605218		3	Pdcd1
2q37.3	2:241849880-241858907	PDCD1, SLEB2	Programmed cell death 1	600244		{Multiple sclerosis, disease progression, modifier of}	126200	Multifactorial	3	Pdcd1
3p25.3	3:8733799-8746764	CAV3, LGMD1C, LQT9	Caveolin-3	601253	within 7-10kb of OXTR	Rippling muscle disease	606072	Autosomal dominant	3	Cav3
3p25.3	3:8733799-8746764	CAV3, LGMD1C, LQT9	Caveolin-3	601253	within 7-10kb of OXTR	Myopathy, distal, Tateyama type	614321	Autosomal dominant	3	Cav3
3p25.3	3:8733799-8746764	CAV3, LGMD1C, LQT9	Caveolin-3	601253	within 7-10kb of OXTR	Muscular dystrophy, limb-girdle, type IC	607801	Autosomal dominant; Autosomal recessive	3	Cav3
3p25.3	3:8733799-8746764	CAV3, LGMD1C, LQT9	Caveolin-3	601253	within 7-10kb of OXTR	Long QT syndrome 9	611818	Autosomal dominant	3	Cav3
3p25.3	3:8733799-8746764	CAV3, LGMD1C, LQT9	Caveolin-3	601253	within 7-10kb of OXTR	Creatine phosphokinase, elevated serum	123320	Autosomal dominant	3	Cav3
3p25.3	3:8733799-8746764	CAV3, LGMD1C, LQT9	Caveolin-3	601253	within 7-10kb of OXTR	Cardiomyopathy, familial hypertrophic	192600	Autosomal dominant	3	Cav3
3p25.3	3:9649432-9702393	MTMR14, C3orf29, HJUMPY	Myotubularin-related protein 14	611089		{Centronuclear myopathy, autosomal, modifier of}	160150	Autosomal dominant	3	Mtmr14
3p25.3	3:9866709-9880253	CIDEC, FSP27, CIDE3, FPLD5	Cell death-inducing DFFA-like effector C	612120	1 patient identified with mutation	?Lipodystrophy, familial partial, type 5	615238	Autosomal recessive	3	Cidec
3p25.3	3:11137092-11263252	HRH1	Histamine receptor, subclass H1	600167					Hrh1
3p25.3	3:11272323-11564703	ATG7, APG7L, GSA7	Autophagy 7, S. cerevisiae, homolog of	608760					Atg7
3p25.1-p23	3:13200000-32000000	LGMD1H	Muscular dystrophy, limb-girdle, type 1H	613530	between D3S1263 and D3S1277	Muscular dystrophy, limb-girdle, type 1H	613530	Autosomal dominant	2	
3p25.1	3:13818107-13880120	WNT7A	Wingless-type MMTV integration site family, member 7A	601570		Ulna and fibula, absence of, with severe limb deficiency	276820	Autosomal recessive	3	Wnt7a
3p25.1	3:13818107-13880120	WNT7A	Wingless-type MMTV integration site family, member 7A	601570		Fuhrmann syndrome	228930	Autosomal recessive	3	Wnt7a
3p25.1	3:14124939-14143679	TMEM43, ARVD5, ARVC5, EDMD7	Transmembrane protein 43	612048		Emery-Dreifuss muscular dystrophy 7, AD	614302	Autosomal dominant	3	Tmem43
3p25.1	3:14124939-14143679	TMEM43, ARVD5, ARVC5, EDMD7	Transmembrane protein 43	612048		Arrhythmogenic right ventricular dysplasia 5	604400	Autosomal dominant	3	Tmem43
3p22.2	3:36993349-37050845	MLH1, COCA2, HNPCC2	mutL, E. coli, homolog of, 1	120436		Mismatch repair cancer syndrome	276300	Autosomal recessive	3	Mlh1
3p22.2	3:36993349-37050845	MLH1, COCA2, HNPCC2	mutL, E. coli, homolog of, 1	120436		Colorectal cancer, hereditary nonpolyposis, type 2	609310		3	Mlh1
3p22.2	3:36993349-37050845	MLH1, COCA2, HNPCC2	mutL, E. coli, homolog of, 1	120436		Muir-Torre syndrome	158320	Autosomal dominant	3	Mlh1
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		{Sudden infant death syndrome, susceptibility to}	272120	Autosomal recessive	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Cardiomyopathy, dilated, 1E	601154	Autosomal dominant	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Ventricular fibrillation, familial, 1	603829		3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Brugada syndrome 1	601144	Autosomal dominant	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Sick sinus syndrome 1	608567	Autosomal recessive	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Atrial fibrillation, familial, 10	614022	Autosomal dominant	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Long QT syndrome-3	603830	Autosomal dominant	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Heart block, progressive, type IA	113900	Autosomal dominant	3	Scn5a
3p22.2	3:38548060-38649672	SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2	Sodium channel, voltage-gated, type V, alpha polypeptide	600163		Heart block, nonprogressive	113900	Autosomal dominant	3	Scn5a
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Exudative vitreoretinopathy 7	617572	Autosomal dominant	3	Ctnnb1
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Pilomatricoma, somatic	132600		3	Ctnnb1
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Colorectal cancer, somatic	114500		3	Ctnnb1
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Ovarian cancer, somatic	167000		3	Ctnnb1
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Mental retardation, autosomal dominant 19	615075	Autosomal dominant	3	Ctnnb1
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Medulloblastoma, somatic	155255		3	Ctnnb1
3p22.1	3:41199450-41240447	CTNNB1, MRD19, EVR7	Catenin (cadherin-associated protein), beta 1, 88kD	116806		Hepatocellular carcinoma, somatic	114550		3	Ctnnb1
3p22.1	3:43079228-43106091	POMGNT2, GTDC2, C3orf39, AGO61, MDDGA8	Protein O-mannose beta-1,2-N-acetylglucosaminyltransferase 2	614828		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8	614830	Autosomal recessive	3	Pomgnt2
3p21.33	3:43690882-43722724	ABHD5, CGI58, IECN2, NCIE2	Abhydrolase domain containing 5	604780		Chanarin-Dorfman syndrome	275630	Autosomal recessive	3	Abhd5
3p21.31	3:45823315-45916041	LZTFL1, BBS17	Leucine zipper transcription factor-like 1	606568		Bardet-Biedl syndrome 17	615994	Autosomal recessive	3	Lztfl1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		Toenail dystrophy, isolated	607523	Autosomal dominant	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		EBD, Bart type	132000	Autosomal dominant	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		Epidermolysis bullosa, pretibial	131850	Autosomal dominant; Autosomal recessive	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		EBD inversa	226600	Autosomal recessive	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		Epidermolysis bullosa pruriginosa	604129	Autosomal dominant; Autosomal recessive	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		Epidermolysis bullosa dystrophica, AR	226600	Autosomal recessive	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		Epidermolysis bullosa dystrophica, AD	131750	Autosomal dominant	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		Transient bullous of the newborn	131705	Autosomal dominant; Autosomal recessive	3	Col7a1
3p21.31	3:48564072-48595301	COL7A1, NDNC8	Collagen VII, alpha-1 polypeptide	120120		EBD, localisata variant			3	Col7a1
3p21.31	3:49020474-49023494	NDUFAF3	NADH dehydrogenase 1 alpha subcomplex, assembly factor 3	612911		Mitochondrial complex I deficiency	252010	X-linked dominant; Autosomal recessive; Mitochondrial	3	Ndufaf3
3p21.31	3:49121113-49133165	LAMB2, LAMS, NPHS5	Laminin, beta-2 (laminin S)	150325		Pierson syndrome	609049	Autosomal recessive	3	Lamb2
3p21.31	3:49121113-49133165	LAMB2, LAMS, NPHS5	Laminin, beta-2 (laminin S)	150325		Nephrotic syndrome, type 5, with or without ocular abnormalities	614199		3	Lamb2
3p21.31	3:49416777-49422677	AMT, NKH, GCE	Aminomethyltransferase (glycine cleavage system protein T)	238310		Glycine encephalopathy	605899	Autosomal recessive	3	Amt
3p21.31	3:49468702-49535617	DAG1, DAG, MDDGC9, MDDGA9	Dystrophin-associated glycoprotein-1	128239		Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9	613818	Autosomal recessive	3	Dag1
3p21.31	3:49468702-49535617	DAG1, DAG, MDDGC9, MDDGA9	Dystrophin-associated glycoprotein-1	128239		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9	616538	Autosomal recessive	3	Dag1
3p21.31	3:49721475-49723973	GMPPB, KIAA1851, MDDGA14, MDDGB14, MDDGC14	GDP-mannose pyrophosphorylase B	615320		Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	615351	Autosomal recessive	3	Gmppb
3p21.31	3:49721475-49723973	GMPPB, KIAA1851, MDDGA14, MDDGB14, MDDGC14	GDP-mannose pyrophosphorylase B	615320		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14	615350	Autosomal recessive	3	Gmppb
3p21.31	3:49721475-49723973	GMPPB, KIAA1851, MDDGA14, MDDGB14, MDDGC14	GDP-mannose pyrophosphorylase B	615320		Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14	615352	Autosomal recessive	3	Gmppb



Phenotype Mapping Key
1 - The disorder is placed on the map due to its association with a gene, but the underlying defect is not known.
2 - The disorder was placed on the map by statistical methods.
3 - The molecular basis of the disorder is known.
4 - A contiguous gene duplication or deletion syndrome in which multiple genes are involved.




